name,survived,female,age,sibsp,parch,pclass,ticket,fare,cabin,embarked,boat,body,home_dest
"Goodwin, Miss. Lillian Amy",0,1,16,5,2,Third,CA 2144,46.9000,,S,,,"Wiltshire, England / Niagara Falls, NY"
"Goodwin, Mr. Charles Edward",0,0,14,5,2,Third,CA 2144,46.9000,,S,,,"Wiltshire, England / Niagara Falls, NY"
"Goodwin, Mr. Charles Frederick",0,0,40,1,6,Third,CA 2144,46.9000,,S,,,"Wiltshire, England / Niagara Falls, NY"
"Goodwin, Mrs. Frederick (Augusta Tyler)",0,1,43,1,6,Third,CA 2144,46.9000,,S,,,"Wiltshire, England / Niagara Falls, NY"
"Gracie, Col. Archibald IV",1,0,53,0,0,First,113780,28.5000,C51,C,B,,"Washington, DC"
"Graham, Miss. Margaret Edith",1,1,19,0,0,First,112053,30.0000,B42,S,3,,"Greenwich, CT"
"Graham, Mr. George Edward",0,0,38,0,1,First,PC 17582,153.4625,C91,S,,147,"Winnipeg, MB"
"Graham, Mrs. William Thompson (Edith Junkins)",1,1,58,0,1,First,PC 17582,153.4625,C125,S,3,,"Greenwich, CT"
"Green, Mr. George Henry",0,0,51,0,0,Third,21440,8.0500,,S,,,"Dorking, Surrey, England"
"Greenberg, Mr. Samuel",0,0,52,0,0,Second,250647,13.0000,,S,,19,"Bronx, NY"
"Greenfield, Mr. William Bertram",1,0,23,0,1,First,PC 17759,63.3583,D10 D12,C,7,,"New York, NY"
"Greenfield, Mrs. Leo David (Blanche Strouse)",1,1,45,0,1,First,PC 17759,63.3583,D10 D12,C,7,,"New York, NY"
"Gronnestad, Mr. Daniel Danielsen",0,0,32,0,0,Third,8471,8.3625,,S,,,"Foresvik, Norway / Portland, ND"
"Guest, Mr. Robert",0,0,,0,0,Third,376563,8.0500,,S,,,
"Guggenheim, Mr. Benjamin",0,0,46,0,0,First,PC 17593,79.2000,B82 B84,C,,,"New York, NY"
"Gustafsson, Mr. Alfred Ossian",0,0,20,0,0,Third,7534,9.8458,,S,,,"Waukegan, Chicago, IL"
"Gustafsson, Mr. Anders Vilhelm",0,0,37,2,0,Third,3101276,7.9250,,S,,98,"Ruotsinphytaa, Finland / New York, NY"
"Gustafsson, Mr. Johan Birger",0,0,28,2,0,Third,3101277,7.9250,,S,,,"Ruotsinphytaa, Finland / New York, NY"
"Gustafsson, Mr. Karl Gideon",0,0,19,0,0,Third,347069,7.7750,,S,,,"Myren, Sweden / New York, NY"
"Haas, Miss. Aloisia",0,1,24,0,0,Third,349236,8.8500,,S,,,
"Hagardon, Miss. Kate",0,1,17,0,0,Third,AQ/3. 30631,7.7333,,Q,,,
"Hagland, Mr. Ingvald Olai Olsen",0,0,,1,0,Third,65303,19.9667,,S,,,
"Hagland, Mr. Konrad Mathias Reiersen",0,0,,1,0,Third,65304,19.9667,,S,,,
"Hakkarainen, Mr. Pekka Pietari",0,0,28,1,0,Third,STON/O2. 3101279,15.8500,,S,,,
"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",1,1,24,1,0,Third,STON/O2. 3101279,15.8500,,S,15,,
"Hale, Mr. Reginald",0,0,30,0,0,Second,250653,13.0000,,S,,75,"Auburn, NY"
"Hamalainen, Master. Viljo",1,0,0.6667,1,1,Second,250649,14.5000,,S,4,,"Detroit, MI"
"Hamalainen, Mrs. William (Anna)",1,1,24,0,2,Second,250649,14.5000,,S,4,,"Detroit, MI"
"Hampe, Mr. Leon",0,0,20,0,0,Third,345769,9.5000,,S,,,
"Hanna, Mr. Mansour",0,0,23.5,0,0,Third,2693,7.2292,,C,,188,
"Hansen, Mr. Claus Peter",0,0,41,2,0,Third,350026,14.1083,,S,,,
"Hansen, Mr. Henrik Juul",0,0,26,1,0,Third,350025,7.8542,,S,,,
"Hansen, Mr. Henry Damsgaard",0,0,21,0,0,Third,350029,7.8542,,S,,69,
"Hansen, Mrs. Claus Peter (Jennie L Howard)",1,1,45,1,0,Third,350026,14.1083,,S,11,,
"Harbeck, Mr. William H",0,0,44,0,0,Second,248746,13.0000,,S,,35,"Seattle, WA / Toledo, OH"
"Harder, Mr. George Achilles",1,0,25,1,0,First,11765,55.4417,E50,C,5,,"Brooklyn, NY"
"Harder, Mrs. George Achilles (Dorothy Annan)",1,1,25,1,0,First,11765,55.4417,E50,C,5,,"Brooklyn, NY"
"Harknett, Miss. Alice Phoebe",0,1,,0,0,Third,W./C. 6609,7.5500,,S,,,
"Harmer, Mr. Abraham (David Lishin)",0,0,25,0,0,Third,374887,7.2500,,S,B,,
"Harper, Miss. Annie Jessie ""Nina""",1,1,6,0,1,Second,248727,33.0000,,S,11,,"Denmark Hill, Surrey / Chicago"
"Harper, Mr. Henry Sleeper",1,0,48,1,0,First,PC 17572,76.7292,D33,C,3,,"New York, NY"
"Harper, Mrs. Henry Sleeper (Myna Haxtun)",1,1,49,1,0,First,PC 17572,76.7292,D33,C,3,,"New York, NY"
"Harper, Rev. John",0,0,28,0,1,Second,248727,33.0000,,S,,,"Denmark Hill, Surrey / Chicago"
"Harrington, Mr. Charles H",0,0,,0,0,First,113796,42.4000,,S,,,
"Harris, Mr. George",1,0,62,0,0,Second,S.W./PP 752,10.5000,,S,15,,London
"Harris, Mr. Henry Birkhardt",0,0,45,1,0,First,36973,83.4750,C83,S,,,"New York, NY"
"Harris, Mr. Walter",0,0,30,0,0,Second,W/C 14208,10.5000,,S,,,"Walthamstow, England"
"Harris, Mrs. Henry Birkhardt (Irene Wallach)",1,1,35,1,0,First,36973,83.4750,C83,S,D,,"New York, NY"
"Harrison, Mr. William",0,0,40,0,0,First,112059,0.0000,B94,S,,110,
"Hart, Miss. Eva Miriam",1,1,7,0,2,Second,F.C.C. 13529,26.2500,,S,14,,"Ilford, Essex / Winnipeg, MB"
"Hart, Mr. Benjamin",0,0,43,1,1,Second,F.C.C. 13529,26.2500,,S,,,"Ilford, Essex / Winnipeg, MB"
"Hart, Mr. Henry",0,0,,0,0,Third,394140,6.8583,,Q,,,
"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,1,45,1,1,Second,F.C.C. 13529,26.2500,,S,14,,"Ilford, Essex / Winnipeg, MB"
"Hassab, Mr. Hammad",1,0,27,0,0,First,PC 17572,76.7292,D49,C,3,,
"Hassan, Mr. Houssein G N",0,0,11,0,0,Third,2699,18.7875,,C,,,
"Hawksford, Mr. Walter James",1,0,,0,0,First,16988,30.0000,D45,S,3,,"Kingston, Surrey"
"Hays, Miss. Margaret Bechstein",1,1,24,0,0,First,11767,83.1583,C54,C,7,,"New York, NY"
"Hays, Mr. Charles Melville",0,0,55,1,1,First,12749,93.5000,B69,S,,307,"Montreal, PQ"
"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,1,52,1,1,First,12749,93.5000,B69,S,3,,"Montreal, PQ"
"Head, Mr. Christopher",0,0,42,0,0,First,113038,42.5000,B11,S,,,London / Middlesex
"Healy, Miss. Hanora ""Nora""",1,1,,0,0,Third,370375,7.7500,,Q,16,,
"Hedman, Mr. Oskar Arvid",1,0,27,0,0,Third,347089,6.9750,,S,15,,
"Hee, Mr. Ling",1,0,,0,0,Third,1601,56.4958,,S,C,,
"Hegarty, Miss. Hanora ""Nora""",0,1,18,0,0,Third,365226,6.7500,,Q,,,
"Heikkinen, Miss. Laina",1,1,26,0,0,Third,STON/O2. 3101282,7.9250,,S,,,
"Heininen, Miss. Wendla Maria",0,1,23,0,0,Third,STON/O2. 3101290,7.9250,,S,,,
"Hellstrom, Miss. Hilda Maria",1,1,22,0,0,Third,7548,8.9625,,S,C,,
"Hendekovic, Mr. Ignjac",0,0,28,0,0,Third,349243,7.8958,,S,,306,
"Henriksson, Miss. Jenny Lovisa",0,1,28,0,0,Third,347086,7.7750,,S,,,
"Henry, Miss. Delia",0,1,,0,0,Third,382649,7.7500,,Q,,,
"Herman, Miss. Alice",1,1,24,1,2,Second,220845,65.0000,,S,9,,"Somerset / Bernardsville, NJ"
"Herman, Miss. Kate",1,1,24,1,2,Second,220845,65.0000,,S,9,,"Somerset / Bernardsville, NJ"
"Herman, Mr. Samuel",0,0,49,1,2,Second,220845,65.0000,,S,,,"Somerset / Bernardsville, NJ"
"Herman, Mrs. Samuel (Jane Laver)",1,1,48,1,2,Second,220845,65.0000,,S,9,,"Somerset / Bernardsville, NJ"
"Hewlett, Mrs. (Mary D Kingcome) ",1,1,55,0,0,Second,248706,16.0000,,S,13,,"India / Rapid City, SD"
"Hickman, Mr. Leonard Mark",0,0,24,2,0,Second,S.O.C. 14879,73.5000,,S,,,"West Hampstead, London / Neepawa, MB"
"Hickman, Mr. Lewis",0,0,32,2,0,Second,S.O.C. 14879,73.5000,,S,,256,"West Hampstead, London / Neepawa, MB"
"Hickman, Mr. Stanley George",0,0,21,2,0,Second,S.O.C. 14879,73.5000,,S,,,"West Hampstead, London / Neepawa, MB"
"Hilliard, Mr. Herbert Henry",0,0,,0,0,First,17463,51.8625,E46,S,,,"Brighton, MA"
"Hiltunen, Miss. Marta",0,1,18,1,1,Second,250650,13.0000,,S,,,"Kontiolahti, Finland / Detroit, MI"
"Hipkins, Mr. William Edward",0,0,55,0,0,First,680,50.0000,C39,S,,,London / Birmingham
"Hippach, Miss. Jean Gertrude",1,1,16,0,1,First,111361,57.9792,B18,C,4,,"Chicago, IL"
"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,1,44,0,1,First,111361,57.9792,B18,C,4,,"Chicago, IL"
"Hirvonen, Miss. Hildur E",1,1,2,0,1,Third,3101298,12.2875,,S,15,,
"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",1,1,22,1,1,Third,3101298,12.2875,,S,15,,
"Hocking, Miss. Ellen ""Nellie""",1,1,20,2,1,Second,29105,23.0000,,S,4,,"Cornwall / Akron, OH"
"Hocking, Mr. Richard George",0,0,23,2,1,Second,29104,11.5000,,S,,,"Cornwall / Akron, OH"
"Hocking, Mr. Samuel James Metcalfe",0,0,36,0,0,Second,242963,13.0000,,S,,,"Devonport, England"
"Hocking, Mrs. Elizabeth (Eliza Needs)",1,1,54,1,3,Second,29105,23.0000,,S,4,,"Cornwall / Akron, OH"
"Hodges, Mr. Henry Price",0,0,50,0,0,Second,250643,13.0000,,S,,149,Southampton
"Hogeboom, Mrs. John C (Anna Andrews)",1,1,51,1,0,First,13502,77.9583,D11,S,10,,"Hudson, NY"
"Hold, Mr. Stephen",0,0,44,1,0,Second,26707,26.0000,,S,,,"England / Sacramento, CA"
"Hold, Mrs. Stephen (Annie Margaret Hill)",1,1,29,1,0,Second,26707,26.0000,,S,10,,"England / Sacramento, CA"
"Holm, Mr. John Fredrik Alexander",0,0,43,0,0,Third,C 7075,6.4500,,S,,,
"Holthen, Mr. Johan Martin",0,0,28,0,0,Third,C 4001,22.5250,,S,,,
"Holverson, Mr. Alexander Oskar",0,0,42,1,0,First,113789,52.0000,,S,,38,"New York, NY"
"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,1,35,1,0,First,113789,52.0000,,S,8,,"New York, NY"
"Homer, Mr. Harry (""Mr E Haven"")",1,0,35,0,0,First,111426,26.5500,,C,15,,"Indianapolis, IN"
"Honkanen, Miss. Eliina",1,1,27,0,0,Third,STON/O2. 3101283,7.9250,,S,,,
"Hood, Mr. Ambrose Jr",0,0,21,0,0,Second,S.O.C. 14879,73.5000,,S,,,"New Forest, England"
"Horgan, Mr. John",0,0,,0,0,Third,370377,7.7500,,Q,,,
"Hosono, Mr. Masabumi",1,0,42,0,0,Second,237798,13.0000,,S,10,,"Tokyo, Japan"
"Howard, Miss. May Elizabeth",1,1,,0,0,Third,A. 2. 39186,8.0500,,S,C,,
"Howard, Mr. Benjamin",0,0,63,1,0,Second,24065,26.0000,,S,,,"Swindon, England"
"Howard, Mrs. Benjamin (Ellen Truelove Arman)",0,1,60,1,0,Second,24065,26.0000,,S,,,"Swindon, England"
"Hoyt, Mr. Frederick Maxfield",1,0,38,1,0,First,19943,90.0000,C93,S,D,,"New York, NY /  Stamford CT"
"Hoyt, Mr. William Fisher",0,0,,0,0,First,PC 17600,30.6958,,C,14,,"New York, NY"
"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,1,35,1,0,First,19943,90.0000,C93,S,D,,"New York, NY /  Stamford CT"
"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,0,42,0,0,Third,348121,7.6500,F G63,S,,120,
"Hunt, Mr. George Henry",0,0,33,0,0,Second,SCO/W 1585,12.2750,,S,,,"Philadelphia, PA"
"Hyman, Mr. Abraham",1,0,,0,0,Third,3470,7.8875,,S,C,,
"Ibrahim Shawah, Mr. Yousseff",0,0,30,0,0,Third,2685,7.2292,,C,,,
"Icard, Miss. Amelie",1,1,38,0,0,First,113572,80.0000,B28,,6,,
"Ilett, Miss. Bertha",1,1,17,0,0,Second,SO/C 14885,10.5000,,S,,,Guernsey
"Ilieff, Mr. Ylio",0,0,,0,0,Third,349220,7.8958,,S,,,
"Ilmakangas, Miss. Ida Livija",0,1,27,1,0,Third,STON/O2. 3101270,7.9250,,S,,,
"Ilmakangas, Miss. Pieta Sofia",0,1,25,1,0,Third,STON/O2. 3101271,7.9250,,S,,,
"Isham, Miss. Ann Elizabeth",0,1,50,0,0,First,PC 17595,28.7125,C49,C,,,"Paris, France / New York, NY"
"Ismay, Mr. Joseph Bruce",1,0,49,0,0,First,112058,0.0000,B52 B54 B56,S,C,,Liverpool
"Ivanoff, Mr. Kanio",0,0,,0,0,Third,349201,7.8958,,S,,,
"Jacobsohn, Mr. Sidney Samuel",0,0,42,1,0,Second,243847,27.0000,,S,,,London
"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,1,24,2,1,Second,243847,27.0000,,S,12,,London
"Jalsevac, Mr. Ivan",1,0,29,0,0,Third,349240,7.8958,,C,15,,
"Jansson, Mr. Carl Olof",1,0,21,0,0,Third,350034,7.7958,,S,A,,
"Jardin, Mr. Jose Neto",0,0,,0,0,Third,SOTON/O.Q. 3101305,7.0500,,S,,,
"Jarvis, Mr. John Denzil",0,0,47,0,0,Second,237565,15.0000,,S,,,"North Evington, England"
"Jefferys, Mr. Clifford Thomas",0,0,24,2,0,Second,C.A. 31029,31.5000,,S,,,"Guernsey / Elizabeth, NJ"
"Jefferys, Mr. Ernest Wilfred",0,0,22,2,0,Second,C.A. 31029,31.5000,,S,,,"Guernsey / Elizabeth, NJ"
"Jenkin, Mr. Stephen Curnow",0,0,32,0,0,Second,C.A. 33111,10.5000,,S,,,"St Ives, Cornwall / Houghton, MI"
"Jensen, Mr. Hans Peder",0,0,20,0,0,Third,350050,7.8542,,S,,,
"Jensen, Mr. Niels Peder",0,0,48,0,0,Third,350047,7.8542,,S,,,
"Jensen, Mr. Svend Lauritz",0,0,17,1,0,Third,350048,7.0542,,S,,,
"Jermyn, Miss. Annie",1,1,,0,0,Third,14313,7.7500,,Q,D,,
"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,1,23,0,0,Second,SC/AH Basle 541,13.7917,D,C,11,,"New York, NY"
"Johannesen-Bratthammer, Mr. Bernt",1,0,,0,0,Third,65306,8.1125,,S,13,,
"Johanson, Mr. Jakob Alfred",0,0,34,0,0,Third,3101264,6.4958,,S,,143,
"Johansson Palmquist, Mr. Oskar Leander",1,0,26,0,0,Third,347070,7.7750,,S,15,,
"Johansson, Mr. Erik",0,0,22,0,0,Third,350052,7.7958,,S,,156,
"Johansson, Mr. Gustaf Joel",0,0,33,0,0,Third,7540,8.6542,,S,,285,
"Johansson, Mr. Karl Johan",0,0,31,0,0,Third,347063,7.7750,,S,,,
"Johansson, Mr. Nils",0,0,29,0,0,Third,347467,7.8542,,S,,,
"Johnson, Master. Harold Theodor",1,0,4,1,1,Third,347742,11.1333,,S,15,,
"Johnson, Miss. Eleanor Ileen",1,1,1,1,1,Third,347742,11.1333,,S,15,,
"Johnson, Mr. Alfred",0,0,49,0,0,Third,LINE,0.0000,,S,,,
"Johnson, Mr. Malkolm Joackim",0,0,33,0,0,Third,347062,7.7750,,S,,37,
"Johnson, Mr. William Cahoone Jr",0,0,19,0,0,Third,LINE,0.0000,,S,,,
"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",1,1,27,0,2,Third,347742,11.1333,,S,15,,
"Johnston, Master. William Arthur ""Willie""",0,0,,1,2,Third,W./C. 6607,23.4500,,S,,,
"Johnston, Miss. Catherine Helen ""Carrie""",0,1,,1,2,Third,W./C. 6607,23.4500,,S,,,
"Johnston, Mr. Andrew G",0,0,,1,2,Third,W./C. 6607,23.4500,,S,,,
"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",0,1,,1,2,Third,W./C. 6607,23.4500,,S,,,
"Jones, Mr. Charles Cresson",0,0,46,0,0,First,694,26.0000,,S,,80,"Bennington, VT"
"Jonkoff, Mr. Lalio",0,0,23,0,0,Third,349204,7.8958,,S,,,
"Jonsson, Mr. Carl",1,0,32,0,0,Third,350417,7.8542,,S,15,,
"Jonsson, Mr. Nils Hilding",0,0,27,0,0,Third,350408,7.8542,,S,,,
"Julian, Mr. Henry Forbes",0,0,50,0,0,First,113044,26.0000,E60,S,,,London
"Jussila, Miss. Katriina",0,1,20,1,0,Third,4136,9.8250,,S,,,
"Jussila, Miss. Mari Aina",0,1,21,1,0,Third,4137,9.8250,,S,,,
"Jussila, Mr. Eiriik",1,0,32,0,0,Third,STON/O 2. 3101286,7.9250,,S,15,,
"Kallio, Mr. Nikolai Erland",0,0,17,0,0,Third,STON/O 2. 3101274,7.1250,,S,,,
"Kalvik, Mr. Johannes Halvorsen",0,0,21,0,0,Third,8475,8.4333,,S,,,
"Kantor, Mr. Sinai",0,0,34,1,0,Second,244367,26.0000,,S,,283,"Moscow / Bronx, NY"
"Kantor, Mrs. Sinai (Miriam Sternin)",1,1,24,1,0,Second,244367,26.0000,,S,12,,"Moscow / Bronx, NY"
"Karaic, Mr. Milan",0,0,30,0,0,Third,349246,7.8958,,S,,,
"Karlsson, Mr. Einar Gervasius",1,0,21,0,0,Third,350053,7.7958,,S,13,,
"Karlsson, Mr. Julius Konrad Eugen",0,0,33,0,0,Third,347465,7.8542,,S,,,
"Karlsson, Mr. Nils August",0,0,22,0,0,Third,350060,7.5208,,S,,,
"Karnes, Mrs. J Frank (Claire Bennett)",0,1,22,0,0,Second,F.C.C. 13534,21.0000,,S,,,"India / Pittsburgh, PA"
"Karun, Miss. Manca",1,1,4,0,1,Third,349256,13.4167,,C,15,,
"Karun, Mr. Franz",1,0,39,0,1,Third,349256,13.4167,,C,15,,
"Kassem, Mr. Fared",0,0,,0,0,Third,2700,7.2292,,C,,,
"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",0,0,18.5,0,0,Third,2682,7.2292,,C,,58,
"Keane, Miss. Nora A",1,1,,0,0,Second,226593,12.3500,E101,Q,10,,"Harrisburg, PA"
"Keane, Mr. Andrew ""Andy""",0,0,,0,0,Third,12460,7.7500,,Q,,,
"Keane, Mr. Daniel",0,0,35,0,0,Second,233734,12.3500,,Q,,,
"Keefe, Mr. Arthur",0,0,,0,0,Third,323592,7.2500,,S,A,,
"Keeping, Mr. Edwin",0,0,32.5,0,0,First,113503,211.5000,C132,C,,45,
"Kelly, Miss. Anna Katherine ""Annie Kate""",1,1,,0,0,Third,9234,7.7500,,Q,16,,
"Kelly, Miss. Mary",1,1,,0,0,Third,14312,7.7500,,Q,D,,
"Kelly, Mr. James",0,0,34.5,0,0,Third,330911,7.8292,,Q,,70,
"Kelly, Mr. James",0,0,44,0,0,Third,363592,8.0500,,S,,,
"Kelly, Mrs. Florence ""Fannie""",1,1,45,0,0,Second,223596,13.5000,,S,9,,"London / New York, NY"
"Kennedy, Mr. John",1,0,,0,0,Third,368783,7.7500,,Q,,,
"Kent, Mr. Edward Austin",0,0,58,0,0,First,11771,29.7000,B37,C,,258,"Buffalo, NY"
"Kenyon, Mr. Frederick R",0,0,41,1,0,First,17464,51.8625,D21,S,,,"Southington / Noank, CT"
"Kenyon, Mrs. Frederick R (Marion)",1,1,,1,0,First,17464,51.8625,D21,S,8,,"Southington / Noank, CT"
"Khalil, Mr. Betros",0,0,,1,0,Third,2660,14.4542,,C,,,
"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",0,1,,1,0,Third,2660,14.4542,,C,,,
"Kiernan, Mr. John",0,0,,1,0,Third,367227,7.7500,,Q,,,
"Kiernan, Mr. Philip",0,0,,1,0,Third,367229,7.7500,,Q,,,
"Kilgannon, Mr. Thomas J",0,0,,0,0,Third,36865,7.7375,,Q,,,
"Kimball, Mr. Edwin Nelson Jr",1,0,42,1,0,First,11753,52.5542,D19,S,5,,"Boston, MA"
"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",1,1,45,1,0,First,11753,52.5542,D19,S,5,,"Boston, MA"
"Kink-Heilmann, Miss. Luise Gretchen",1,1,4,0,2,Third,315153,22.0250,,S,2,,
"Kink-Heilmann, Mr. Anton",1,0,29,3,1,Third,315153,22.0250,,S,2,,
"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",1,1,26,1,1,Third,315153,22.0250,,S,2,,
"Kink, Miss. Maria",0,1,22,2,0,Third,315152,8.6625,,S,,,
"Kink, Mr. Vincenz",0,0,26,2,0,Third,315151,8.6625,,S,,,
"Kirkland, Rev. Charles Leonard",0,0,57,0,0,Second,219533,12.3500,,Q,,,"Glasgow / Bangor, ME"
"Klaber, Mr. Herman",0,0,,0,0,First,113028,26.5500,C124,S,,,"Portland, OR"
"Klasen, Miss. Gertrud Emilia",0,1,1,1,1,Third,350405,12.1833,,S,,,
"Klasen, Mr. Klas Albin",0,0,18,1,1,Third,350404,7.8542,,S,,,
"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",0,1,36,0,2,Third,350405,12.1833,,S,,,
"Knight, Mr. Robert J",0,0,,0,0,Second,239855,0.0000,,S,,,Belfast
"Kraeff, Mr. Theodor",0,0,,0,0,Third,349253,7.8958,,C,,,
"Krekorian, Mr. Neshan",1,0,25,0,0,Third,2654,7.2292,F E57,C,10,,
"Kreuchen, Miss. Emilie",1,1,39,0,0,First,24160,211.3375,,S,2,,
"Kvillner, Mr. Johan Henrik Johannesson",0,0,31,0,0,Second,C.A. 18723,10.5000,,S,,165,"Sweden / Arlington, NJ"
"Lahoud, Mr. Sarkis",0,0,,0,0,Third,2624,7.2250,,C,,,
"Lahtinen, Mrs. William (Anna Sylfven)",0,1,26,1,1,Second,250651,26.0000,,S,,,"Minneapolis, MN"
"Lahtinen, Rev. William",0,0,30,1,1,Second,250651,26.0000,,S,,,"Minneapolis, MN"
"Laitinen, Miss. Kristina Sofia",0,1,37,0,0,Third,4135,9.5875,,S,,,
"Laleff, Mr. Kristo",0,0,,0,0,Third,349217,7.8958,,S,,,
"Lam, Mr. Ali",1,0,,0,0,Third,1601,56.4958,,S,C,,
"Lam, Mr. Len",0,0,,0,0,Third,1601,56.4958,,S,,,
"Lamb, Mr. John Joseph",0,0,,0,0,Second,240261,10.7083,,Q,,,
"Landergren, Miss. Aurora Adelia",1,1,22,0,0,Third,C 7077,7.2500,,S,13,,
"Lane, Mr. Patrick",0,0,,0,0,Third,7935,7.7500,,Q,,,
"Lang, Mr. Fang",1,0,26,0,0,Third,1601,56.4958,,S,14,,
"Laroche, Miss. Louise",1,1,1,1,2,Second,SC/Paris 2123,41.5792,,C,14,,Paris / Haiti
"Laroche, Miss. Simonne Marie Anne Andree",1,1,3,1,2,Second,SC/Paris 2123,41.5792,,C,14,,Paris / Haiti
"Laroche, Mr. Joseph Philippe Lemercier",0,0,25,1,2,Second,SC/Paris 2123,41.5792,,C,,,Paris / Haiti
"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,1,22,1,2,Second,SC/Paris 2123,41.5792,,C,14,,Paris / Haiti
"Larsson-Rondberg, Mr. Edvard A",0,0,22,0,0,Third,347065,7.7750,,S,,,
"Larsson, Mr. August Viktor",0,0,29,0,0,Third,7545,9.4833,,S,,,
"Larsson, Mr. Bengt Edvin",0,0,29,0,0,Third,347067,7.7750,,S,,,
"Leader, Dr. Alice (Farnham)",1,1,49,0,0,First,17465,25.9292,D17,S,8,,"New York, NY"
"Leeni, Mr. Fahim (""Philip Zenni"")",1,0,22,0,0,Third,2620,7.2250,,C,6,,
"Lefebre, Master. Henry Forbes",0,0,,3,1,Third,4133,25.4667,,S,,,
"Lefebre, Miss. Ida",0,1,,3,1,Third,4133,25.4667,,S,,,
"Lefebre, Miss. Jeannie",0,1,,3,1,Third,4133,25.4667,,S,,,
"Lefebre, Miss. Mathilde",0,1,,3,1,Third,4133,25.4667,,S,,,
"Lefebre, Mrs. Frank (Frances)",0,1,,0,4,Third,4133,25.4667,,S,,,
"Lehmann, Miss. Bertha",1,1,17,0,0,Second,SC 1748,12.0000,,C,12,,"Berne, Switzerland / Central City, IA"
"Leinonen, Mr. Antti Gustaf",0,0,32,0,0,Third,STON/O 2. 3101292,7.9250,,S,,,
"Leitch, Miss. Jessie Wills",1,1,,0,0,Second,248727,33.0000,,S,11,,"London / Chicago, IL"
"Lemberopolous, Mr. Peter L",0,0,34.5,0,0,Third,2683,6.4375,,C,,196,
"Lemore, Mrs. (Amelia Milley)",1,1,34,0,0,Second,C.A. 34260,10.5000,F33,S,14,,"Chicago, IL"
"Lennon, Miss. Mary",0,1,,1,0,Third,370371,15.5000,,Q,,,
"Lennon, Mr. Denis",0,0,,1,0,Third,370371,15.5000,,Q,,,
"Leonard, Mr. Lionel",0,0,36,0,0,Third,LINE,0.0000,,S,,,
"LeRoy, Miss. Bertha",1,1,30,0,0,First,PC 17761,106.4250,,C,2,,
"Lester, Mr. James",0,0,39,0,0,Third,A/4 48871,24.1500,,S,,,
"Lesurer, Mr. Gustave J",1,0,35,0,0,First,PC 17755,512.3292,B101,C,3,,
"Levy, Mr. Rene Jacques",0,0,36,0,0,Second,SC/Paris 2163,12.8750,D,C,,,"Montreal, PQ"
"Lewy, Mr. Ervin G",0,0,,0,0,First,PC 17612,27.7208,,C,,,"Chicago, IL"
"Leyson, Mr. Robert William Norman",0,0,24,0,0,Second,C.A. 29566,10.5000,,S,,108,
"Lievens, Mr. Rene Aime",0,0,24,0,0,Third,345781,9.5000,,S,,,
"Lindahl, Miss. Agda Thorilda Viktoria",0,1,25,0,0,Third,347071,7.7750,,S,,,
"Lindblom, Miss. Augusta Charlotta",0,1,45,0,0,Third,347073,7.7500,,S,,,
"Lindeberg-Lind, Mr. Erik Gustaf (""Mr Edward Lingrey"")",0,0,42,0,0,First,17475,26.5500,,S,,,"Stockholm, Sweden"
"Lindell, Mr. Edvard Bengtsson",0,0,36,1,0,Third,349910,15.5500,,S,A,,
"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",0,1,30,1,0,Third,349910,15.5500,,S,A,,
"Lindqvist, Mr. Eino William",1,0,20,1,0,Third,STON/O 2. 3101285,7.9250,,S,15,,
"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",1,1,55,0,0,First,112377,27.7208,,C,6,,"Stockholm, Sweden"
"Linehan, Mr. Michael",0,0,,0,0,Third,330971,7.8792,,Q,,,
"Lines, Miss. Mary Conover",1,1,16,0,1,First,PC 17592,39.4000,D28,S,9,,"Paris, France"
"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",1,1,51,0,1,First,PC 17592,39.4000,D28,S,9,,"Paris, France"
"Ling, Mr. Lee",0,0,28,0,0,Third,1601,56.4958,,S,,,
"Lingane, Mr. John",0,0,61,0,0,Second,235509,12.3500,,Q,,,
"Lithman, Mr. Simon",0,0,,0,0,Third,S.O./P.P. 251,7.5500,,S,,,
"Lobb, Mr. William Arthur",0,0,30,1,0,Third,A/5. 3336,16.1000,,S,,,
